	RBP_flag	seqSVM_score	seqDNN_score	BLAST_SeqOnly_score	PPI_score	PIA_score	y_ture	ProteinBERT_score	SVM_SeqOnly_NoSS_score	DNN_SeqOnly_NoSS_score
Q13203	0	0.2577802045070242	0.0441845	0.0091954022988505	0.4895672998384369	0.2710632570112455	0.0	0.07305506	0.2119484185401148	0.06218958
Q9Y3R0	0	0.0162050018603635	0.13513762	0.0187074829931972	0.3744647847054473	0.3527895760557201	0.0	0.07076219	0.2057476287392175	0.62801075
Q7Z3E5	0	0.8978702622275607	0.119367614	0.0833333333333333	0.2051923342736406	0.0667788574123058	0.0	0.3412906	0.7272076781837019	0.0319579429999999
Q92882	0	0.5051148498870008	0.13981329	0.0516055045871559	0.3593426826059512	0.36614544129644	0.0	0.019473553	0.7644276806546751	0.0246309529999999
P11234	0	0.9070714343404216	0.094607145	0.029585798816568	0.22631072047581	0.1209678484158545	0.0	0.082616985	0.777859632786478	0.05368705
Q659F9	0	0.8084594615105812	0.16887562	0.1	0.2115608772146491	0.3475334750545891	0.0	0.22582507	0.6989746284906366	0.19164522
Q96BS2	0	0.2676337344046288	0.04963988	0.0	0.0927948016489024	0.0511106204182914	0.0	0.04649505	0.3669234832701397	0.11963892
P54198	0	0.5122089175663427	0.9350519	0.1846965699208443	0.7193128138547945	0.8107367006925245	0.0	0.30623764	0.5	0.83438796
A1L4L8	0	0.0099921418576868	0.032531515	0.1666666666666666	0.0871283951260945	0.0543945681799483	0.0	0.01954642	0.0266047595794198	0.0055600316
Q99543	1	0.967127448883567	0.97502565	0.1016949152542373	0.8601305206409682	0.9396177984651034	1.0	0.67823756	0.8305486460341617	0.44700196
Q8N3T1	0	0.0612411422764463	0.03304087	0.0	0.1015194638854701	0.0300627574681314	0.0	0.0040985346	0.08371438395189	0.021898245
Q7Z3E1	1	0.2514928195535311	0.47356462	0.4761904761904762	0.4319409398682425	0.517562913615072	1.0	0.10542086	0.3050794440947981	0.28082988
P09327	1	0.5	0.9293383	0.0	0.5455425069132571	0.3018568066455896	1.0	0.16255519	0.7087866946600303	0.0127444089999999
Q08AM8	0	0.2235822928389523	0.048138738	0.064	0.2972681136546145	0.1805083284023907	0.0	0.16158831	0.3765672710801938	0.02332336
Q9Y6X3	0	0.4151424165870027	0.05853847	0.1	0.6837624280107096	0.7825358086503725	0.0	0.04912442	0.5886074716345399	0.063920155
Q5SZQ8	1	0.9723718791592744	0.9765919	0.9841628959276018	0.6306424079375859	0.7530885695607856	1.0	0.98702717	0.9577575439729732	0.9234376
Q9BRB3	0	0.0075813753467462	0.14231199	0.3333333333333333	0.1291619693074263	0.076272524621414	0.0	0.009390444	0.0398173135376365	0.93574286
Q9NZH7	0	0.5354148659597727	0.03218002	0.1111111111111111	0.1963252870682077	0.0479517911046767	0.0	0.30890188	0.4306654303489869	0.7410521
Q9NZH0	0	0.0056769313080063	0.031000257	0.0	0.1710018554406221	0.1521246067980667	0.0	0.0063537955	0.0196956380692572	0.012732697
O14771	0	0.0421338793797329	0.030769931	0.0074414532720507	0.0818021415452825	0.0553079474854957	0.0	0.030378252	0.2014173624536024	0.024016507
Q15283	0	0.3814389926924669	0.9148024	0.0067567567567567	0.3013829520514256	0.0769485498219084	0.0	0.14224821	0.3085511357568477	0.7891475
Q96L08	0	0.0353790676436718	0.07229515	0.0140845070422535	0.0894644920043443	0.1112801822036002	0.0	0.07710725	0.0778914089520996	0.0051695529999999
Q9UJW9	0	0.0454254928344359	0.047659982	0.0	0.2321473784047405	0.3508271253917939	0.0	0.0132649539999999	0.0285036494396388	0.031551138
Q8NF17	0	0.0495266755853321	0.07040953	0.0197368421052631	0.2455107874791977	0.4152522685814921	0.0	0.0058713555	0.0976643017950353	0.0039911694
P56134	0	0.3329618832269342	0.031433564	0.2857142857142857	0.7232160347109844	0.5580296819844504	0.0	0.016328007	0.3784897592139817	0.0033752215
Q9BU89	0	0.3704011294615405	0.041782584	0.0	0.5	0.8093493648702756	0.0	0.20065546	0.2313080400765915	0.010768768
Q9NUN5	0	0.0150916367989994	0.019957233	0.2	0.234248394443801	0.0554816393954684	0.0	0.0596030059999999	0.1534376714240758	0.14591551
Q13131	1	0.2815350287260482	0.87471956	0.0377733598409542	0.4552105192913127	0.4357851124384749	1.0	0.007658154	0.5691719774562223	0.20483717
Q96C32	1	0.8316188962867405	0.9941347	0.1736111111111111	0.1287414758465839	0.1107498927694584	1.0	0.7380810999999999	0.7097767712338829	0.9868107
Q71U36	0	0.7108149379414201	0.979812	0.0869565217391304	0.6577227606783753	0.6018290810153382	0.0	0.17565477	0.7673145543906429	0.9041047
O60825	0	0.8857106605283006	0.053318232	0.2142857142857142	0.7266969072963491	0.5968651998498897	0.0	0.33051792	0.7091812131509185	0.03010885
Q59GN2	1	0.8196779624112859	0.825414	0.25	0.30418303523806	0.4257946013718053	1.0	0.60835826	0.6755334314319749	0.43720552
P17707	0	0.3597941099498288	0.7406031	0.0	0.2156208776297504	0.2384826260211808	0.0	0.043204457	0.4891730573729415	0.08272846
Q96EY1	0	0.636970858234507	0.10181535	0.0816326530612244	0.606641058584994	0.7463426888957906	0.0	0.058997124	0.6705555161581345	0.057322513
Q6NXT6	0	0.2566947537102808	0.056287277	0.0	0.246338059569884	0.2296193808931708	0.0	0.10459742	0.2708465307818073	0.02644583
Q6IQ23	0	0.3579844445770112	0.10636888	0.0208333333333333	0.3024582249314336	0.3693570455658952	0.0	0.036867917	0.3920300866199742	0.041212074
Q5BKY6	0	0.0194418119566684	0.027323522	0.0	0.061001082712424	0.044362821500749	0.0	0.021971375	0.0651562010494663	0.051282138
P78414	0	0.2279749815377433	0.035153814	0.0123456790123456	0.1561243900691244	0.0358956193571027	0.0	0.0247930879999999	0.2612091878788233	0.07696257
P20142	0	0.039867853452922	0.04428882	0.0	0.4747668930460245	0.1847005548284789	0.0	0.0075321793999999	0.0868166593310542	0.14591551
C9JG97	0	0.7559779725259598	0.057108585	0.1695501730103806	0.4292839585178677	0.5846256288217927	0.0	0.30047232	0.1184907594472803	0.41621548
P28799	1	0.0242171850946164	0.0177730639999999	0.0	0.4413957613775847	0.3591938060498153	1.0	0.009105742	0.0409676177510615	0.0012878758
Q86V94	0	0.0644066292189809	0.0349513029999999	0.0449438202247191	0.3107396834627788	0.2697111902851461	0.0	0.006884694	0.0589710023123675	0.02913874
P15586	0	0.0760193747229208	0.016455745	0.0	0.6199782564016495	0.3886356825572045	0.0	0.03262928	0.1404038755728712	0.0056099887
P08069	1	0.3864558865022215	0.0479222459999999	0.0319865319865319	0.4765582811510408	0.3858649600245447	1.0	0.04096529	0.3422400560590963	0.081237845
Q6P087	1	0.420772165124668	0.31836876	0.4285714285714285	0.7566255914074929	0.9615653359693852	1.0	0.84596515	0.3745308622630166	0.03649831
Q5VV67	1	0.3376314582619132	0.9484868	0.8863636363636364	0.6962321134533898	0.7245277152595486	1.0	0.8728485	0.7802405410490308	0.8403207
Q96I51	1	0.1277000663832793	0.0303055379999999	0.1309523809523809	0.8262723987202973	0.7379920933064901	1.0	0.13098606	0.3354034610100034	0.14591551
Q9BQY4	0	0.1152824360294636	0.03556971	0.0129310344827586	0.2811427853621323	0.0956761899893003	0.0	0.0029351115	0.4421141467017057	0.14591551
O60779	0	0.0323309041747016	0.05524658	0.0	0.0813941903184448	0.154328820264079	0.0	0.11363134	0.0600647785480161	0.14591551
Q5VUJ5	0	0.1758840605333518	0.052112643	0.0492091388400703	0.285212978668161	0.2391878462092026	0.0	0.025567025	0.1087499158996102	0.0078107067
Q92967	0	0.191922736534529	0.02352668	0.0084860828241683	0.2309074758457399	0.249558683646148	0.0	0.0052090287	0.0850697457069576	0.0046679443
Q92968	0	0.1790646274052239	0.034951065	0.0510204081632653	0.2181490671836633	0.1432542929356441	0.0	0.123138964	0.4334698705683257	0.14591551
P30039	0	0.1940869470424941	0.037252296	0.0	0.216568063226992	0.7428823309556027	0.0	0.5302786	0.3811892866619225	0.0144523
P0DME0	0	0.9116832348250212	0.13225825	0.16	0.2145518447297344	0.2361482663491905	0.0	0.7794168	0.7676315644021547	0.13230857
O75691	1	0.1913149881986637	0.9421676	0.0	0.9552918122961266	0.9926240528093354	1.0	0.5863245	0.6740599228550339	0.3619441
Q8N6S5	0	0.0052519713690359	0.020240167	0.2857142857142857	0.146724709242221	0.1394499883049484	0.0	0.020337194	0.0313558779267929	0.0027734266999999
Q9H3U5	0	0.0133860787454461	0.02364721	0.0	0.3209203332895823	0.209668079582803	0.0	0.4220988	0.0649546373553408	0.010586419
Q9H3U7	0	0.5460481233697506	0.46643773	0.0116279069767441	0.3750192426944011	0.0966956777892898	0.0	0.1146386859999999	0.6234438804588777	0.016561966
Q702N8	1	0.5131593056582552	0.04394623	0.0	0.7490577238363304	0.4192237232091728	1.0	0.15757453	0.9065379944326112	0.040292673
Q2VIQ3	0	0.5356730450382919	0.47450486	0.0512820512820512	0.8523122178163884	0.5439662906055088	0.0	0.1757427999999999	0.5052306451450405	0.30937386
Q86YC2	0	0.1504649717312581	0.4849305999999999	0.0	0.3941635854674034	0.5121453546296215	0.0	0.14513305	0.3569649269598077	0.05121649
O43374	0	0.3293342068123716	0.8700505999999999	0.0219780219780219	0.9348755035581424	0.8639589271784958	0.0	0.19581583	0.3488265580370936	0.14591551
Q9NUQ8	1	0.4049260932106182	0.60887796	0.0264900662251655	0.8875236535081346	0.9425387294506076	1.0	0.35151416	0.6994208188110179	0.49227792
Q9NUQ2	0	0.3982345340823493	0.10472394	0.1666666666666666	0.1889655078184037	0.1252637207300519	0.0	0.025620162	0.2952958605793253	0.017754085
P15090	0	0.7971296696920825	0.93111783	0.0	0.2642194904938915	0.2112238919512663	0.0	0.12017691	0.9026423207841838	0.66834456
P49459	0	0.1633320337305686	0.043820936	0.1162790697674418	0.66852305504427	0.5141140173129126	0.0	0.091401786	0.2559069994387139	0.050057884
P25791	0	0.3111818899231865	0.034563754	0.0697674418604651	0.2653333673351038	0.1379560473741929	0.0	0.14805472	0.2238208287609982	0.14591551
Q8IZI9	0	0.0339182426423932	0.038358413	0.0	0.2565574371333035	0.0766795641693671	0.0	0.0038121939	0.2691944573294644	0.061338555
Q99961	1	0.8293205795139189	0.070592955	0.0339805825242718	0.6492361988641088	0.5519555149821329	1.0	0.26585966	0.8276970419850546	0.13268614
Q9UNF1	1	0.8981887386251285	0.2947259	0.0	0.8363391276958712	0.7121064609970489	1.0	0.3218434	0.6157006998060873	0.14018847
Q96MQ0	0	0.1341074286032402	0.7995058	0.0	0.1574803097257993	0.2193645077184349	0.0	0.028683543	0.2041899889935378	0.21210027
Q7Z2W7	0	0.4709267231215272	0.11184228	0.0	0.6335098122989542	0.4562236907053549	0.0	0.0269971489999999	0.4789587014073962	0.4429545999999999
Q9Y5N1	0	0.0053767525634259	0.055851374	0.0015455950540958	0.4409535909141637	0.126153417520912	0.0	0.00038939714	0.058737767041425	0.028076876
P63215	0	0.1332243919410171	0.0417514	0.0	0.0808929455677335	0.0388172321057244	0.0	0.04110703	0.2014936615289934	0.037120607
P14416	0	0.0111796350596182	0.012092927	0.0	0.36108675878894	0.2169477016374584	0.0	0.0012465119	0.0637230027380389	0.0132124415
Q13347	1	0.8062706765345774	0.8393165000000001	0.1779859484777517	0.936804046258554	0.9891915115583484	1.0	0.9488019	0.5215353249594646	0.9893995
Q8NHS4	0	0.5365791527010008	0.055804797	0.3636363636363637	0.2302433432860312	0.1678005793933868	0.0	0.31499165	0.5	0.39035
Q5SZB4	0	0.0952901356998839	0.02230053	0.0	0.2709050491510357	0.3035900284773547	0.0	0.0211356279999999	0.183051803915171	0.0039614555
Q13571	0	0.0115546658380408	0.02138006	0.0	0.1962344792827008	0.0963096146542607	0.0	0.008280814	0.0321355847240049	0.0035647778
Q9BWM7	0	0.0782811992936765	0.034424875	0.0	0.568206695090419	0.2681734257365534	0.0	0.058386862	0.159195856301042	0.02734829
Q9BWM5	0	0.0246727030246314	0.017401608	0.0107346528010734	0.1190621477799962	0.0692756249035748	0.0	0.0052313507	0.1146533672770225	0.006574771
O00232	0	0.463872865544866	0.04031552	0.25	0.8495774350418503	0.8295496903876045	0.0	0.50299263	0.5230430411358725	0.14591551
O00238	0	0.139202812931417	0.07330402	0.0294784580498866	0.3204196943215645	0.2099734386705554	0.0	0.011644095	0.2554957449658542	0.14591551
Q9P032	0	0.3776607203954012	0.13668562	0.0833333333333333	0.3615315106755937	0.2015443416528042	0.0	0.09190431	0.4307692590102769	0.07148535
A8MYJ7	0	0.4451983799300717	0.036130052	0.0967741935483871	0.7493873050612018	0.8425980822848729	0.0	0.13509932	0.5579490232734449	0.051922873
Q9UMW8	0	0.1443551250946606	0.04058041	0.0306122448979591	0.4343926066023326	0.543189648258853	0.0	0.01366204	0.0762668143388375	0.055067964
Q9BYJ4	0	0.1630322288255159	0.11762267	0.0676328502415458	0.0961579626006452	0.0760366556581336	0.0	0.08960199	0.1283729508335704	0.14591551
O60487	0	0.3667213115567034	0.076213986	0.0405405405405405	0.1300251320933368	0.0447495440782161	0.0	0.016269743	0.1510534621862088	0.03139346
Q96ST2	1	0.6669931644597585	0.93258506	0.0	0.6460299659259555	0.924160041469308	1.0	0.72259355	0.5577607134015043	0.7066768
P07384	1	0.5086776661833814	0.66753966	0.0175438596491228	0.7376506521388445	0.8706707634900696	1.0	0.056889445	0.5507872578373404	0.622252
Q8IYV1	0	0.6594902847765475	0.29314327	0.1333333333333333	0.0977804528682608	0.0974896366125674	0.0	0.531983	0.4949313103015186	0.18224953
Q86UD7	0	0.251830424934786	0.047977187	0.0	0.1352919209044978	0.1411042053544067	0.0	0.33909953	0.2982868104819343	0.008501623
Q9NXW9	0	0.0362586518327885	0.1169156	0.2	0.19778932708093	0.4093532545778452	0.0	0.185143	0.1899659597719231	0.8784029000000001
H3BUJ7	0	0.032828073309406	0.031921327	0.0092640247040658	0.1096673579197134	0.0923772367401897	0.0	0.090872765	0.3830297948481701	0.0117234219999999
Q01638	0	0.4375312587394886	0.0562286529999999	0.02	0.1012354374985427	0.0497585991507612	0.0	0.024852812	0.4575928602744692	0.00804186
Q14966	1	0.2268596527675981	0.96952564	0.8048780487804879	0.8128734292210995	0.7191902865493519	1.0	0.96647924	0.7407738101185961	0.88933784
Q8N6N3	1	0.6719606193161898	0.60487574	0.0	0.6258390342639948	0.5389177091650754	1.0	0.42754424	0.7622027471713113	0.20068406
Q3ZCX4	0	0.0139012085007697	0.01999268	0.0096739519885345	0.3650075251872875	0.1190739392077905	0.0	0.0028461218	0.0438994357470901	0.012654727
P51805	0	0.0548730186998239	0.0466834999999999	0.0161290322580645	0.3549262817755393	0.3075933905426189	0.0	0.0054402947	0.4742562047942467	0.011268438
Q969N2	0	0.0415161920010194	0.059595972	0.375	0.5	0.3449711453720575	0.0	0.0027532876	0.1827669211430274	0.14591551
Q9Y6X6	0	0.4340677769394515	0.08492968	0.0479192938209331	0.4726549307419742	0.320144328733074	0.0	0.017958313	0.5436443639204241	0.02397406
Q9Y6X0	0	0.3215576534072686	0.99277765	0.0666666666666666	0.1807769360898903	0.2478075031472941	0.0	0.5259563	0.5424225859326914	0.77320904
Q9Y6X2	0	0.0144872945608345	0.6927619	0.0	0.5460521507905738	0.6166331784621129	0.0	0.14360997	0.2833357242929129	0.022626627
Q5JRX3	1	0.6507487258409222	0.05634119	0.0	0.3145300960078179	0.4525260362351873	1.0	0.19065651	0.5550233870542695	0.16093358
P04080	1	0.637498751884266	0.04754839	0.0	0.8938844807605076	0.8395298872476505	1.0	0.23885652	0.4257708496993578	0.02179291
P35612	0	0.8646273359850919	0.2961241	0.125	0.347161839404772	0.2773827367041413	0.0	0.8848560999999999	0.6704617025016034	0.011705277
Q9Y227	0	0.1246854944796319	0.7141592	0.0	0.1180545231326227	0.1046513870240728	0.0	0.051133066	0.4054749914361693	0.9672839
P0C870	0	0.1589513667348061	0.6469716	0.1538461538461538	0.1150244876163947	0.1188464270093616	0.0	0.15166393	0.2318445504234379	0.013006648
P61129	1	0.8395712467162829	0.99666756	0.6491228070175439	0.1634507271336258	0.5631780754173165	1.0	0.87145007	0.6287069539578032	0.9646233
P28300	0	0.0830578391019314	0.045677688	0.0833333333333333	0.5906524541561441	0.4183265361542489	0.0	0.13161913	0.2779243139974897	0.0123456735
A4FU01	0	0.2188089423093061	0.5422321999999999	0.0	0.2342058629751119	0.2534827208127214	0.0	0.051145613	0.2065496631076888	0.14591551
Q8WW81	0	0.8053374246016947	0.112209044	0.0833333333333333	0.1380901520771761	0.1674086648316532	0.0	0.0019530058	0.5066026264874457	0.10776737
Q9UPG8	0	0.0975102940987566	0.02727074	0.0115183246073298	0.1137587095151401	0.0431089110239121	0.0	0.0566616059999999	0.1394584804221089	0.58504033
Q9BU02	0	0.3981625540664242	0.05584979	0.0	0.6606638419418271	0.6937890086365397	0.0	0.42421198	0.4361601191588769	0.094111964
O75208	0	0.0612680922846236	0.053232267	0.0	0.1714330747060087	0.102749417032804	0.0	0.018669039	0.3177463877892839	0.06609097
Q6PJG3	0	0.0756317818816101	0.04337974	0.0	0.1835171973355961	0.1415908910275733	0.0	0.06636435	0.0593122874581106	0.10752535
Q6PJG9	0	0.0012684547778192	0.040486634	0.0357917570498915	0.3634856202139812	0.2177219265413117	0.0	0.035300314	0.0188083164720109	0.015031555
Q9UMD9	0	0.1320960921943899	0.06762837	0.0177514792899408	0.668804794148066	0.4881707074359428	0.0	0.0048219264	0.2145602451051559	0.5167968
Q14444	1	0.8301184261633728	0.99907887	0.1538461538461538	0.9356830756624912	0.9769161497744444	1.0	0.58987844	0.8968907435671122	0.8269136999999999
Q8WU68	1	0.5991914266706827	0.1173562559999999	0.7948717948717948	0.2317200621855736	0.2569560369750247	1.0	0.8634113000000001	0.337819523462084	0.079436995
Q14449	0	0.5	0.11323463	0.031578947368421	0.541358101279024	0.3529126039141145	0.0	0.22137323	0.4114178443460318	0.03505524
O95571	0	0.0859761550131688	0.038017362	0.1	0.4778760175294352	0.5	0.0	0.0138477385	0.1207887834788962	0.14591551
Q6ZW31	0	0.174629412260533	0.06314838	0.0144927536231884	0.404009489940122	0.204790737731944	0.0	0.035144	0.2222886245822788	0.14591551
Q70Z35	0	0.302410499029735	0.443692	0.0258064516129032	0.887816721795608	0.8698842680737565	0.0	0.047621995	0.8542333864017934	0.014244063
Q86X45	0	0.7741935685720583	0.15753359	0.04	0.0819658410527082	0.1890878305667714	0.0	0.35154352	0.6629186318185155	0.0146841319999999
P59942	0	0.035410103229153	0.04106102	0.0	0.1019330190586893	0.1143657493002798	0.0	0.0111267865	0.0490917797430039	0.047880676
Q8N3J3	0	0.0150348702513081	0.038881287	0.0	0.6245297318228318	0.5273606522774761	0.0	0.06364143	0.0717863186547139	0.18863131
Q8IWI9	1	0.1529055091030866	0.4774308	0.0303030303030303	0.7181609014232317	0.8870250461528364	1.0	0.30324003	0.30690668216239	0.40516588
Q9UG63	1	0.9239082763653752	0.98421234	0.025	0.9006496978243206	0.9329721949147194	1.0	0.15793651	0.8572882636948985	0.32617524
P38936	0	0.3536777580738023	0.055151585	0.0	0.4672055607111834	0.4163253201732389	0.0	0.03249389	0.2703159755164003	0.04773563
Q06418	0	0.1237540955548585	0.043718684	0.0219538968166849	0.1796906218813138	0.1367834990474072	0.0	0.04339397	0.5651688558552923	0.009565288
P10635	0	0.1939461614307026	0.027251072	0.0	0.1274901029614436	0.0532870321106266	0.0	0.020145714	0.166345910953025	0.0029016797999999
Q06413	1	0.0957878370559104	0.036805294	0.0769230769230769	0.6428203793578833	0.562573918958514	1.0	0.024252534	0.1756130032225712	0.05478469
Q6P995	0	0.1471309727419698	0.17836453	0.1	0.3221450869721257	0.1413611631183613	0.0	0.026746243	0.3314464787824445	0.0418715329999999
Q9NZF1	0	0.0258372564016756	0.03410202	0.125	0.2147569773417212	0.232862289551578	0.0	0.008245736	0.1199482394962919	0.0012978078999999
P0CI25	0	0.0420969748792805	0.05122755	0.0595238095238095	0.3725655475903408	0.1371658205553588	0.0	0.030649155	0.0733643582347054	0.03280293
P0CI26	0	0.0766237972618466	0.050591435	0.0535714285714285	0.113309196007189	0.0522261501727989	0.0	0.037765414	0.0741792537266477	0.03284974
B0FTY2	0	0.2497703489387906	0.5358331000000001	0.1111111111111111	0.1099655094508624	0.1068938027645119	0.0	0.78470385	0.4293479724867246	0.117271855
Q96F81	0	0.056039758131454	0.061344672	0.0	0.1607813365193106	0.0751324382215027	0.0	0.011572272	0.221053557045982	0.15227889
Q96F82	0	0.2442948059931969	0.02977711	0.0	0.1398925205759958	0.1306789758986336	0.0	0.3050526	0.5056710768661261	0.009109831
Q96F85	0	0.7408226573755772	0.0576467959999999	0.0909090909090909	0.4177389711098381	0.367098842200359	0.0	0.08699286	0.7383261950331839	0.32870227
Q96F86	1	0.4689566071042565	0.3928554	0.0	0.6524581843258008	0.8191125541278721	1.0	0.73960626	0.3320732354205096	0.101694465
B2R5M9	0	0.3932496323770848	0.07273271	0.0	0.3330835878237858	0.3734328058225733	0.0	0.033257216	0.4182254627650243	0.0069155977
C9JLU1	1	0.8430197219084253	0.76612306	0.0	0.8466306679384307	0.7176008540680286	1.0	0.4942594	0.6332670631586794	0.035262037
O43586	0	0.111098395870617	0.043400925	0.0241935483870967	0.5313416439789251	0.8238981395936931	0.0	0.12612283	0.3592381021514515	0.04922171
Q504Y3	0	0.3355817837948642	0.81670827	0.0588235294117647	0.1364431140242457	0.178530517339704	0.0	0.3392679	0.3673874363870109	0.10475913
Q9ULC0	0	0.1377221845606765	0.058137838	0.0	0.1799868951342935	0.0618220512020314	0.0	0.0113354919999999	0.0989226322248077	0.008040525
Q9ULC4	1	0.5717351277336021	0.033819396	0.3333333333333333	0.8818917860679198	0.9433301633276951	1.0	0.37954703	0.6982390922314832	0.08195828
P51148	1	0.6482015465939835	0.221306	0.0119047619047619	0.728117359782646	0.7123217850051466	1.0	0.20031387	0.6490020624154536	0.1277325
Q9Y2S2	0	0.1658406034466394	0.035249088	0.2	0.1572277482952313	0.0763754289214966	0.0	0.7094399	0.30848911581314	0.14591551
A0A0C4DFY0	0	0.1992587222244982	0.03192749	0.064516129032258	0.2035987875324003	0.3313660956911424	0.0	0.07165852	0.2654077619224768	0.0053609159999999
Q9UHL4	0	0.1524042969502257	0.04162599	0.1	0.7151639439883164	0.6199955477930144	0.0	0.081355095	0.1571114220447932	0.09534489
P13611	0	0.1914071176099888	0.5137829	0.0025094102885821	0.0652835635709125	0.0401743361071261	0.0	0.0125722289999999	0.5912474301105238	0.270707
Q9Y466	0	0.0445174051421956	0.028219275	0.0655737704918032	0.3823434205252738	0.2320174351020852	0.0	0.029478252	0.3297598778082303	0.21512909
Q96BQ5	0	0.097890222476391	0.18506908	0.1176470588235294	0.2493456866940071	0.3304221840259264	0.0	0.28083083	0.3477889593601654	0.06957788
Q15012	0	0.0251708930995441	0.016895594	0.1428571428571428	0.47585939417303	0.1931393422015861	0.0	0.023833781	0.0494160946758736	0.0094083175
A7MCY6	0	0.0708762697740978	0.04338263	0.0892857142857142	0.8821902204390234	0.7456771347733695	0.0	0.0076929033	0.0944954389581722	0.011984926
P45974	1	0.8629756803792027	0.20003213	0.0536912751677852	0.6027572159676093	0.5555941096539725	1.0	0.34038734	0.8749100933478207	0.085032076
Q9BTV6	0	0.1907541670416036	0.04785825	0.1023622047244094	0.743643809238376	0.5488863847590405	0.0	0.113894045	0.0602179961730778	0.14385936
O15143	1	0.3781824762566976	0.013099467	0.1119402985074626	0.8098204656470831	0.6507131148127149	1.0	0.1337744	0.3090396780938486	0.14591551
O15146	0	0.1889413314042386	0.0920269859999999	0.0097951914514692	0.3966046534107967	0.3206093438679456	0.0	0.053717613	0.3961289663108777	0.03135848
Q9NS75	0	0.0090757690706922	0.06812035	0.0	0.04818816696339	0.0243800112066562	0.0	0.000818491	0.019406349316444	0.14591551
G3V1M0	0	0.048801764517907	0.034068346	0.0076945841965078	0.2448941185924359	0.4147761155093954	0.0	0.008103937	0.1733472936724444	0.0031601516999999
Q8TF61	0	0.066737623830549	0.04959488	0.0943396226415094	0.1386079965614227	0.0701592169497109	0.0	0.04952854	0.0665994373140791	0.024093725
A8K8P3	0	0.0732357325545157	0.4355409	0.0357142857142857	0.2468813507510952	0.3194011023806862	0.0	0.36187837	0.6212474794326044	0.123906605
Q9Y4I5	0	0.0447831525339613	0.02335352	0.0	0.1237646072664526	0.100775689668379	0.0	0.08699739	0.1315937211359061	0.009742851
Q76FK4	1	0.6569413323801998	0.93002313	0.9487179487179488	0.7979289086764246	0.9259099871209376	1.0	0.96711785	0.6989601301798848	0.8142923000000001
Q8IY47	0	0.1428454704162387	0.0670485	0.0102564102564102	0.7176056219854702	0.5487969272515203	0.0	0.009727865	0.3135703144458945	0.045550346
Q92949	0	0.1605241487357074	0.038589723	0.0	0.4356766325032319	0.2119998161340742	0.0	0.0624931159999999	0.2273257207174357	0.033657167
Q5TZN3	0	0.264059196699424	0.055395488	0.1025641025641025	0.5910003929919672	0.8179538094309116	0.0	0.10676584	0.3548625409749654	0.14591551
Q9H2S5	0	0.4182464049728711	0.06781548	0.0660377358490566	0.4485327416877529	0.4155588385856517	0.0	0.07537207	0.5797298257274158	0.11813937
Q02413	1	0.0540631378275746	0.1289549	0.0150375939849624	0.8692966278525763	0.8545459841761455	1.0	0.07395816	0.3886214310578041	0.011733973
Q9P104	0	0.3000111016766196	0.6604466	0.0	0.2475382570817565	0.1282113784433906	0.0	0.051090896	0.1919513189683882	0.23040031
Q96AK3	1	0.6220006924219488	0.86844033	0.5789473684210527	0.8766918911744275	0.8613043661372897	1.0	0.516514	0.1495910850326903	0.97873634
Q8N4S1	0	0.0813678896083343	0.026916526	0.0	0.2591976619930528	0.4362236915564212	0.0	0.1077891	0.3982601002468329	0.004034744
O75023	0	0.0048194662643252	0.02570602	0.0	0.0928728158825478	0.0314384075446931	0.0	0.022724241	0.0124921116184185	0.003324102
Q6PCE3	0	0.7159502421885923	0.08994207	0.0	0.2785076666627734	0.1647761149261479	0.0	0.29501525	0.6920941246118062	0.0866722759999999
Q96RN1	0	0.0670024864061031	0.02541278	0.064516129032258	0.3198891124582244	0.1951337180455571	0.0	0.015957683	0.0523747063197623	0.013174988
P27352	0	0.0455383319150556	0.06657975	0.0	0.167664518122545	0.1496705332091879	0.0	0.031703323	0.1134677687208256	0.00873371
Q8N6U8	1	0.0173569809240708	0.026358314	0.0	0.212115154556859	0.1469530780006592	1.0	0.0005159974	0.0663060432861798	0.018967718
Q96LW1	0	0.0138661217971292	0.01878493	0.0098807495741056	0.3423943437956924	0.1164601158110742	0.0	0.0035333633	0.0340916006778792	0.047718365
Q96LW9	0	0.030806234282517	0.030546812	0.006758513127112	0.5126818173547639	0.2127930765013289	0.0	0.0053928195999999	0.047112968144842	0.0103422669999999
Q9HCU4	0	0.1986148177030282	0.13837075	0.0075713453698311	0.1982295069049517	0.198799526535548	0.0	0.0046779215	0.2716163650967627	0.033090424
Q8WY98	0	0.034453628980171	0.07843953	0.0	0.0958286019814635	0.0807600730188488	0.0	0.005481273	0.0529473897771614	0.031920657
Q9P0T7	0	0.1564797321523003	0.024136348	0.1428571428571428	0.5499868073824511	0.4457912123011651	0.0	0.01150015	0.1394013050272618	0.0037011217999999
Q4G0W2	0	0.1144489504357645	0.03846136	0.024390243902439	0.1535378357033646	0.068986466180714	0.0	0.091133624	0.176338312645493	0.14591551
O14960	0	0.1862982009437736	0.18976766	0.0	0.1346482497540112	0.1126027730379072	0.0	0.09050965	0.3330780928884819	0.75953066
Q9UFN0	0	0.2390424974470205	0.08642071	0.0	0.3754615281439381	0.2914124552116131	0.0	0.24748906	0.2344634938567181	0.0059080548
